index,cap,line,content
1700,22,65,"de um ou de outro modo, o mérito do ato era positivamente nenhum."
1701,22,66,"Fiquei desconsolado com esta reflexão, chamei-me pródigo, lancei o"
1702,22,67,cruzado à conta das minhas dissipações antigas; tive (por que não
1703,22,68,direi tudo?) tive remorsos.
1704,22,69,
1705,23,0,CAPÍTULO XXII / VOLTA AO RIO
1706,23,1,"Jumento de uma figa, cortaste-me o fio às reflexões. Já agora não"
1707,23,2,"digo o que pensei dali até Lisboa, nem o que fiz em Lisboa, na"
1708,23,3,"península e em outros lugares da Europa, da velha Europa, que nesse"
1709,23,4,"tempo parecia remoçar. Não, não direi que assisti às alvoradas do"
1710,23,5,"romantismo, que também eu fui fazer poesia efetiva no regaço da"
1711,23,6,Itália; não direi coisa nenhuma. Teria de escrever um diário de
1712,23,7,"viagem e não umas memórias, como estas são, nas quais só entra a"
1713,23,8,substância da vida.
1714,23,9,
1715,23,10,"Ao cabo de alguns anos de peregrinação, atendi às súplicas de meu"
1716,23,11,"pai: — “Vem, dizia ele na última carta; se não vieres depressa,"
1717,23,12,acharás tua mãe morta!” Esta última palavra foi para mim um golpe.
1718,23,13,Eu amava minha mãe; tinha ainda diante dos olhos as circunstâncias
1719,23,14,"da última bênção que ela me dera, a bordo do navio. “Meu triste"
1720,23,15,"filho, nunca mais te verei”, soluçava a pobre senhora apertando-me"
1721,23,16,"ao peito. E essas palavras ressoavam-me agora, como uma profecia"
1722,23,17,realizada.
1723,23,18,
1724,23,19,"Note-se que eu estava em Veneza, ainda recendente aos versos de"
1725,23,20,"lord Byron; lá estava, mergulhado em pleno sonho, revivendo o"
1726,23,21,"pretérito, crendo-me na Sereníssima República. É verdade; uma vez"
1727,23,22,aconteceu-me perguntar ao locandeiro se o doge ia a passeio nesse
1728,23,23,"dia. — Que doge, signor mio? Caí em mim, mas não confessei a"
1729,23,24,ilusão; disse-lhe que a minha pergunta era um gênero de charada
1730,23,25,"americana; ele mostrou compreender, e acrescentou que gostava"
1731,23,26,"muito das charadas americanas. Era um locandeiro. Pois deixei tudoisso, o locandeiro, o doge, a Ponte dos Suspiros, a gôndola, os versos"
1732,23,27,"do lorde, as damas do Rialto, deixei tudo e disparei como uma bala"
1733,23,28,na direção do Rio de Janeiro.
1734,23,29,
1735,23,30,"Vim... Mas não; não alonguemos este capítulo. Às vezes, esqueço-me"
1736,23,31,"a escrever, e a pena vai comendo papel, com grave prejuízo meu,"
1737,23,32,que sou autor. Capítulos compridos quadram melhor a leitores
1738,23,33,"pesadões; e nós não somos um público in-folio, mas in-12, pouco"
1739,23,34,"texto, larga margem, tipo elegante, corte dourado e vinhetas... Não,"
1740,23,35,não alonguemos o capítulo.
1741,23,36,
1742,24,0,"CAPÍTULO XXIII / TRISTE, MAS CURTO"
1743,24,1,"Vim. Não nego que, ao avistar a cidade natal, tive uma sensação"
1744,24,2,nova. Não era efeito da minha pátria política; era-o do lugar da
1745,24,3,"infância, a rua, a torre, o chafariz da esquina, a mulher de mantilha,"
1746,24,4,"o preto do ganho, as coisas e cenas da meninice, buriladas na"
1747,24,5,"memória. Nada menos que uma renascença. O espírito, como um"
1748,24,6,"pássaro, não se lhe deu da corrente dos anos, arrepiou o vôo na"
1749,24,7,"direção da fonte original, e foi beber da água fresca e pura, ainda não"
1750,24,8,mesclada do enxurro da vida.
1751,24,9,
1752,24,10,"Reparando bem, há aí um lugar-comum. Outro lugar-comum,"
1753,24,11,"tristemente comum, foi a consternação da família. Meu pai abraçou-me com lágrimas. — Tua mãe não pode viver, disse-me. Com efeito,"
1754,24,12,"não era já o reumatismo que a matava, era um cancro no estômago."
1755,24,13,"A infeliz padecia de um modo cru, porque o cancro é indiferente às"
1756,24,14,"virtudes do sujeito; quando rói, rói; roer é o seu ofício. Minha irmã"
1757,24,15,"Sabina, já então casada com o Cotrim, andava a cair de fadiga. Pobre"
1758,24,16,"moça! dormia três horas por noite, nada mais. O próprio tio João"
1759,24,17,estava abatido e triste. D. Eusébia e algumas outras senhoras lá
1760,24,18,"estavam também, não menos tristes e não menos dedicadas."
1761,24,19,
1762,24,20,— Meu filho!
1763,24,21,
1764,24,22,A dor suspendeu por um pouco as tenazes; um sorriso alumiou o
1765,24,23,"rosto da enferma, sobre o qual a morte batia a asa eterna. Era"
1766,24,24,"menos um rosto do que uma caveira: a beleza passara, como um dia"
1767,24,25,"brilhante; restavam os ossos, que não emagrecem nunca. Mal"
1768,24,26,poderia conhecê-la; havia oito ou nove anos que nos não víamos.
1769,24,27,"Ajoelhado, ao pé da cama, com as mãos dela entre as minhas, fiquei"
1770,24,28,"mudo e quieto, sem ousar falar, porque cada palavra seria um"
1771,24,29,"soluço, e nós temíamos avisá-la do fim. Vão temor! Ela sabia que"
1772,24,30,estava prestes a acabar; disse-mo; verificamo-lo na seguinte manhã.
1773,24,31,
1774,24,32,"Longa foi a agonia, longa e cruel, de uma crueldade minuciosa, fria,"
1775,24,33,"repisada, que me encheu de dor e estupefação. Era a primeira vez"
1776,24,34,que eu via morrer alguém. Conhecia a morte de outiva; quando
1777,24,35,"muito, tinha-a visto já petrificada no rosto de algum cadáver, que"
1778,24,36,"acompanhei ao cemitério, ou trazia-lhe a idéia embrulhada nas"
1779,24,37,"amplificações de retórica dos professores de coisas antigas, — a"
1780,24,38,"morte aleivosa de César, a austera de Sócrates, a orgulhosa de"
1781,24,39,"Catão. Mas esse duelo do ser e do não ser, a morte em ação,"
1782,24,40,"dolorida, contraída, convulsa, sem aparelho político ou filosófico, amorte de uma pessoa amada, essa foi a primeira vez que a pude"
1783,24,41,encarar. Não chorei; lembra-me que não chorei durante o
1784,24,42,"espetáculo: tinha os olhos estúpidos, a garganta presa, a consciência"
1785,24,43,"boquiaberta. Quê? uma criatura tão dócil, tão meiga, tão santa, que"
1786,24,44,"nunca jamais fizera verter uma lágrima de desgosto, mãe carinhosa,"
1787,24,45,"esposa imaculada, era força que morresse assim, trateada, mordida"
1788,24,46,pelo dente tenaz de uma doença sem misericórdia? Confesso que
1789,24,47,"tudo aquilo me pareceu obscuro, incongruente, insano..."
1790,24,48,Triste capítulo; passemos a outro mais alegre.
1791,24,49,
1792,25,0,"CAPÍTULO XXIV / CURTO, MAS ALEGRE"
1793,25,1,"Fiquei prostrado. E contudo era eu, nesse tempo, um fiel compêndio"
1794,25,2,de trivialidade e presunção. Jamais o problema da vida e da morte
1795,25,3,me oprimira o cérebro; nunca até esse dia me debruçara sobre o
1796,25,4,"abismo do Inexplicável; faltava-me o essencial, que é o estímulo, a"
1797,25,5,vertigem...
1798,25,6,
1799,25,7,"Para lhes dizer a verdade toda, eu refletia as opiniões de um"
1800,25,8,"cabeleireiro, que achei em Módena, e que se distinguia por não as ter"
1801,25,9,absolutamente. Era a flor dos cabeleireiros; por mais demorada que
1802,25,10,"fosse a operação do toucado, não enfadava nunca; ele intercalava as"
1803,25,11,"penteadelas com muitos motes e pulhas, cheios de um pico, de um"
1804,25,12,sabor... Não tinha outra filosofia. Nem eu. Não digo que a
1805,25,13,Universidade me não tivesse ensinado alguma; mas eu decorei-lhe só
1806,25,14,"as fórmulas, o vocabulário, o esqueleto. Tratei-a como tratei o latim;"
1807,25,15,"embolsei três versos de Virgílio, dois de Horácio, uma dúzia de"
1808,25,16,"locuções morais e políticas, para as despesas da conversação. Trate-ios como tratei a história e a jurisprudência. Colhi de todas as coisas a"
1809,25,17,"fraseologia, a casca, a ornamentação..."
1810,25,18,
1811,25,19,Talvez espante ao leitor a franqueza com que lhe exponho e realço a
1812,25,20,minha mediocridade; advirta que a franqueza é a primeira virtude de
1813,25,21,"um defunto. Na vida, o olhar da opinião, o contraste dos interesses, a"
1814,25,22,"luta das cobiças obrigam a gente a calar os trapos velhos, a disfarçar"
1815,25,23,"os rasgões e os remendos, a não estender ao mundo as revelações"
1816,25,24,"que faz à consciência; e o melhor da obrigação é quando, à força de"
1817,25,25,"embaçar os outros, embaça-se um homem a si mesmo, porque em"
1818,25,26,"tal caso poupa-se o vexame, que é uma sensação penosa, e a"
1819,25,27,"hipocrisia, que é um vício hediondo. Mas, na morte, que diferença!"
1820,25,28,"que desabafo! que liberdade! Como a gente pode sacudir fora a capa,"
1821,25,29,"deitar ao fosso as lantejoulas, despregar-se, despintar-se, desafeitar-se, confessar lisamente o que foi e o que deixou de ser! Porque, em"
1822,25,30,"suma, já não há vizinhos, nem amigos, nem inimigos, nem"
1823,25,31,"conhecidos, nem estranhos; não há platéia. O olhar da opinião, esse"
1824,25,32,"olhar agudo e judicial, perde a virtude, logo que pisamos o território"
1825,25,33,"da morte; não digo que ele se não estenda para cá, e nos não"
1826,25,34,examine e julgue; mas a nós é que não se nos dá do exame nem do
1827,25,35,"julgamento. Senhores vivos, não há nada tão incomensurável como o"
1828,25,36,desdém dos finados.
1829,25,37,
1830,26,0,CAPÍTULO XXV/ NA TIJUCA
1831,26,1,"Ui! Lá me ia a pena a escorregar para o enfático. Sejamos simples,"
1832,26,2,"como era simples a vida que levei na Tijuca, durante as primeiras"
1833,26,3,semanas depois da morte de minha mãe.
1834,26,4,
1835,26,5,"No sétimo dia, acabada a missa fúnebre, travei de uma espingarda,"
1836,26,6,"alguns livros, roupa, charutos, um moleque, — o Prudêncio do"
1837,26,7,"capítulo XI, — e fui meter-me numa velha casa de nossa propriedade."
1838,26,8,"Meu pai forcejou por me torcer a resolução, mas eu é que não podia"
1839,26,9,nem queria obedecer-lhe. Sabina desejava que eu fosse morar com
1840,26,10,"ela algum tempo, — duas semanas, ao menos; meu cunhado esteve"
1841,26,11,a ponto de me levar à fina força. Era um bom rapaz este Cotrim;
1842,26,12,passara de estróina a circunspecto. Agora comerciava em gêneros de
1843,26,13,"estiva, labutava de manhã até à noite, com ardor, com perseverança."
1844,26,14,"De noite, sentado à janela, a encaracolar as suíças, não pensava em"
1845,26,15,"outra coisa. Amava a mulher e um filho, que então tinha, e que lhe"
1846,26,16,morreu alguns anos depois. Diziam que era avaro.
1847,26,17,
1848,26,18,Renunciei tudo; tinha o espírito atônito. Creio que por então é que
1849,26,19,"começou a desabotoar em mim a hipocondria, essa flor amarela,"
1850,26,20,"solitária e mórbida, de um cheiro inebriante e sutil. — “Que bom que"
1851,26,21,é estar triste e não dizer coisa nenhuma!” — Quando esta palavra de
1852,26,22,"Shakespeare me chamou a atenção, confesso que senti em mim um"
1853,26,23,"eco, um eco delicioso. Lembra-me que estava sentado, debaixo de"
1854,26,24,"um tamarineiro, com o livro do poeta aberto nas mãos, e o espírito"
1855,26,25,"ainda mais cabisbaixo do que a figura, — ou jururu, como dizemos"
1856,26,26,"das galinhas tristes. Apertava ao peito a minha dor taciturna, com"
1857,26,27,"uma sensação única, uma coisa a que poderia chamar volúpia do"
1858,26,28,"aborrecimento. Volúpia do aborrecimento: decora esta expressão,"
1859,26,29,"leitor; guarda-a, examina-a, e se não chegares a entendê-la, podes"
1860,26,30,concluir que ignoras uma das sensações mais sutis desse mundo e
1861,26,31,daquele tempo.
1862,26,32,
1863,26,33,"Às vezes, caçava, outras dormia, outras lia, — lia muito, — outras"
1864,26,34,"enfim não fazia nada; deixava-me atoar de idéia em idéia, de"
1865,26,35,"imaginação em imaginação, como uma borboleta vadia ou faminta."
1866,26,36,"As horas iam pingando uma a uma, o sol caía, as sombras da noite"
1867,26,37,velavam a montanha e a cidade. Ninguém me visitava; recomendei
1868,26,38,"expressamente que me deixassem só. Um dia, dois dias, três dias,"
1869,26,39,"uma semana inteira passada assim, sem dizer palavra, era bastante"
1870,26,40,"para sacudir-me da Tijuca fora e restituir-me ao bulício. Com efeito,"
1871,26,41,"ao cabo de sete dias, estava farto da solidão; a dor aplacara; o"
1872,26,42,"espírito já se não contentava com o uso da espingarda e dos livros,"
1873,26,43,"nem com a vista do arvoredo e do céu. Reagia a mocidade, era"
1874,26,44,"preciso viver. Meti no baú o problema da vida e da morte, os"
1875,26,45,"hipocondríacos do poeta, as camisas, as meditações, as gravatas, e"
1876,26,46,"ia fechá-lo, quando o moleque Prudêncio me disse que uma pessoa"
1877,26,47,"do meu conhecimento se mudara na véspera para uma casa roxa,"
1878,26,48,situada a duzentos passos da nossa.
1879,26,49,
1880,26,50,— Quem?
1881,26,51,
1882,26,52,— Nhonhô talvez não se lembre mais de D. Eusébia...
1883,26,53,
1884,26,54,— Lembra-me... É ela?
1885,26,55,— Ela e a filha. Vieram ontem de manhã.
1886,26,56,
1887,26,57,"Ocorreu-me logo o episódio de 1814, e senti-me vexado; mas adverti"
1888,26,58,"que os acontecimentos tinham-me dado razão. Na verdade, fora"
1889,26,59,impossível evitar as relações íntimas do Vilaça com a irmã do
1890,26,60,"sargento-mor; antes mesmo do meu embarque, já se boquejava"
1891,26,61,misteriosamente no nascimento de uma menina. Meu tio João
1892,26,62,"mandou-me dizer depois que o Vilaça, ao morrer, deixara um bom"
1893,26,63,"legado a D. Eusébia, coisa que deu muito que falar em todo o bairro."
1894,26,64,
1895,26,65,"O próprio tio João, guloso de escândalos, não tratou de outro assunto"
1896,26,66,"na carta, aliás de muitas folhas. Tinham-me dado razão os"
1897,26,67,"acontecimentos. Ainda porém que ma não dessem, 1814 lá ia longe,"
1898,26,68,"e, com ele, a travessura, e o Vilaça, e o beijo da moita; finalmente,"
1899,26,69,nenhumas relações estreitas existiam entre mim e ela. Fiz comigo
1900,26,70,essa reflexão e acabei de fechar o baú.
1901,26,71,
1902,26,72,— Nhonhô não vai visitar sinhá D. Eusébia? perguntou-me o
1903,26,73,Prudêncio. Foi ela quem vestiu o corpo da minha defunta senhora.
1904,26,74,"Lembrei-me que a vira, entre outras senhoras, por ocasião da morte"
1905,26,75,e do enterro; ignorava porém que ela houvesse prestado a minha
1906,26,76,mãe esse derradeiro obséquio. A ponderação do moleque era
1907,26,77,"razoável; eu devia-lhe uma visita; determinei fazê-la imediatamente,"
1908,26,78,e descer.
1909,26,79,
1910,27,0,CAPÍTULO XXVI / O AUTOR HESITA
1911,27,1,"Súbito ouço uma voz: — Olá, meu rapaz, isto não é vida! Era meu"
1912,27,2,"pai, que chegava com duas propostas na algibeira. Sentei-me no baú"
1913,27,3,"e recebi-o sem alvoroço. Ele esteve alguns instantes de pé, a olhar"
1914,27,4,para mim; depois estendeu-me a mão com um gesto comovido:
1915,27,5,
1916,27,6,"— Meu filho, conforma-te com a vontade de Deus."
1917,27,7,
1918,27,8,"— Já me conformei, foi a minha resposta, e beijei-lhe a mão."
1919,27,9,
1920,27,10,Não tinha almoçado; almoçamos juntos. Nenhum de nós aludiu ao
1921,27,11,"triste motivo da minha reclusão. Uma só vez falamos nisso, de"
1922,27,12,"passagem, quando meu pai fez recair a conversa na Regência: foi"
1923,27,13,então que aludiu à carta de pêsames que um dos Regentes lhe
1924,27,14,"mandara. Trazia a carta consigo, já bastante amarrotada, talvez por"
1925,27,15,havê-la lido a muitas outras pessoas. Creio haver dito que era de um
1926,27,16,dos Regentes. Leu-ma duas vezes.
1927,27,17,
1928,27,18,"— Já lhe fui agradecer este sinal de consideração, concluiu meu pai, e"
1929,27,19,acho que deves ir também...
1930,27,20,
1931,27,21,— Eu?
1932,27,22,
1933,27,23,"— Tu; é um homem notável, faz hoje as vezes de imperador. Demais"
1934,27,24,"trago comigo uma idéia, um projeto, ou... sim, digo-te tudo; trago"
1935,27,25,"dois projetos, um lugar de deputado e um casamento."
1936,27,26,"Meu pai disse isto com pausa, e não no mesmo tom, mas dando às"
1937,27,27,"palavras um jeito e disposição, cujo fim era cavá-las mais"
1938,27,28,"profundamente no meu espírito. A proposta, porém, desdizia tanto"
1939,27,29,"das minhas sensações últimas, que eu cheguei a não entendê-la bem."
1940,27,30,
1941,27,31,Meu pai não fraqueou e repetiu-a; encareceu o lugar e a noiva.
1942,27,32,
1943,27,33,— Aceitas?
1944,27,34,
